en-unannotated-00001	Unsure.
en-unannotated-07331	Assisted at the complaint of a customer quite unpleasant
en-unannotated-07332	It's great!
en-unannotated-07333	At the end we were rudely informed service charge is not included on the bill.
en-unannotated-07334	Loly explained her passion and her love and appreciation for Mother Earth....
en-unannotated-07335	The hotel is in an excellent location, with a shopping and restaurant district nearby.
en-unannotated-07336	First was a salad with some rounds of French goat cheese was just superb (Chèvre chaud). The cheese quality was unreal, it was heaven on a plate.
en-unannotated-07337	I also like the variety of different patterns thay have for the snake/worm.
en-unannotated-07338	Let's put it this way...
en-unannotated-07339	Just wonderful people to interact with.
en-unannotated-07340	If you dislike hipsters & deconstructed food, don't go here.
en-unannotated-07341	Check.
en-unannotated-07342	Extremely clean accommodations and beautiful facility, excellent food and atmosphere, the best JW we have ever stayed in.
en-unannotated-07343	Onion soup was not bad, melted cheese float over the soup as well as bread.
en-unannotated-07344	From making the reservation to arrival to departure and of course everything in between !
en-unannotated-07345	There was no fois gras on the dinner menu - we had a tartine of duck and a cucumber salad to begin - the duck was very tasty and the salad was good.
en-unannotated-07346	Continental breakfast with best choices on this 2 week tour of UK, Italy, and Spain.
en-unannotated-07347	But options were less.
en-unannotated-07348	We can highly recommend this Italian restaurant.
en-unannotated-07349	If you do you might miss out on a unfancy and juicy burger to a decent price.
en-unannotated-07350	So good!
en-unannotated-07351	From the waitress to the kitchen staff, everyone was unpleasant and impatient.
en-unannotated-07352	Waiters are quick, helpful, and genuinely care about your enjoyment of the meal.
en-unannotated-07353	Put a bad ending on our meal.
en-unannotated-07354	I ate here as part of pigs back deal.
en-unannotated-07355	5
en-unannotated-07356	And ordered the same thing!
en-unannotated-07357	Stopped by for lunch for the first time.
en-unannotated-07358	Had probably one of the best meals in my life here and definitely the best meal in Paris.
en-unannotated-07359	Loved the apartment size ,design, cleanliness and elegance .
en-unannotated-07360	The presentation was tear evoking.
en-unannotated-07361	After touring Trinity College we stopped in for some lunch and we're so happy that we did.
en-unannotated-07362	I mean how many people can say they went...
en-unannotated-07363	It had a great vibe, good people, wine and tapas, and appeared to also be popular among the locals.
en-unannotated-07364	The wait staff were excellent.
en-unannotated-07365	One half was deep fried with an asian salad of cucumber, carrot and asian dressing.
en-unannotated-07366	We had the traditional menu and it was wonderful.
en-unannotated-07367	You'll be glad you did!
en-unannotated-07368	Once in a lifetime experience in this underground wine cellar turned restaurant!
en-unannotated-07369	The beds are lovely and comfy, rooms have everything you need and it's all housed in a stunning old building with many original features retained in the public spaces.
en-unannotated-07370	We couldn't leave without trying the desserts and obviously we were in Italia so I wouldn't go back without trying the Tiramisu.
en-unannotated-07371	For dessert, I had the cheesecake.
en-unannotated-07372	Great Italian food at the square.
en-unannotated-07373	This was a huge bummer, but the chefs agreed to make me something vegetarian.
en-unannotated-07374	Everything was so delicious, especially the duck.
en-unannotated-07375	Nothing came close to this.
en-unannotated-07376	Overall its a good game.
en-unannotated-07377	The staff went out of their way to help us.
en-unannotated-07378	We will definitely come back!
en-unannotated-07379	There was already a line of locals (great sign!) waiting to buy meat (since it doubles as a butcher shop). There's a separate line for a la carte food ordering and it moves rather quickly.
en-unannotated-07380	I would HIGHLY recommend it
en-unannotated-07381	Situated just a street away from the seafront, perfect for strolling along the promenade to the centre which was just a 5 to 10 minutes walk.
en-unannotated-07382	Crab and snapper risotto was amazing but a little rich for my taste buds but can't fault it.
en-unannotated-07383	The servings were perfectly portioned as well .
en-unannotated-07384	I didn't want to be disappointed in local French cuisine so I was SUPER careful about which bistro to dine at.
en-unannotated-07385	The waiters/bartenders made us feel very welcome in the restaurant even though we got there a bit early so the kitchen wasn't open yet (kitchen opens around 19h30 I believe); there were several other people at the restaurant having drinks and sitting and chatting among friends while waiting for the kitchen to open.
en-unannotated-07386	If you are visiting I would say lunch is a must because it is such a screaming bargain, and dinner is a must if you want a very nice, well priced, enjoyable meal.
en-unannotated-07387	Everything was excellent, everything was devoured.
en-unannotated-07388	After staring at the menu above the counter for a long enough time to get a sore neck (FYI they have grab-able menus - I just didn't realise), I eventually ended up building my own concoction of a Beef Pattie with grilled capsicum, grilled pumpkin, iceberg and caramelised onion jam with no cheese and tzatziki sauce ($11). Having had a massive breakfast I decided to forego the bun, which they'll happily do.
en-unannotated-07389	Price is between 250-350 ruble.
en-unannotated-07390	The staff were very hospitable, they always had time to answer questions and tried their best to understand or strange requests in English.
en-unannotated-07391	I only wished that they had toasted the bun a little longer, as it was kind of lukewarm when I got it.
en-unannotated-07392	two hours went by, but our food never showed up.
en-unannotated-07393	Friendly barista's, great tasting coffee and different environment being amongst the hustle of the market made for a worthwhile visit.
en-unannotated-07394	Drury is not a luxury brand but the rooms are clean and spacious, the beds are comfortable and the shower head is great.
en-unannotated-07395	The "limoncello" at the end of the meal not only was unexpected but it was delicious.
en-unannotated-07396	This seems to be the norm though in Paris
en-unannotated-07397	It is a perfect spot to celebrate a special evening or host some visitors who have an appreciation for fine dining, seafood and will enjoy a stunning view of the river and story bridge while you dine.
en-unannotated-07398	Definitely glad we took a walk up the street this little restaurant was on.
en-unannotated-07399	Presentation was also pretty cool with grilled peaches and crushed sugar crusted violet flowers on the side....
en-unannotated-07400	Some of the communal areas also had threadbare furniture.
en-unannotated-07401	They also have nice lunch specials on the menu daily.
en-unannotated-07402	The pork knuckle is awesome!
en-unannotated-07403	The fried chicken was crispy, juicy, and less greasy than typical American fried chicken, and it paired perfectly with their homemade sauce, pickles, lettuce, and tomato.
en-unannotated-07404	Highly recommended!
en-unannotated-07405	Rounded by a glass of Malbec.
